"Terminal,""6/12/2017 - 7:30"",""12/06/2017 11:51:59"",""12/06/2017 15:58:54"",""12/06/2017 16:27:41"",""12/06/2017 19:30:01"",""12/07/2017 01:30:01"",""12/07/2017 07:30:01"",""12/07/2017 13:30:01"",""12/07/2017 19:30:01"",""12/08/2017 01:30:01"",""12/08/2017 07:30:00"",""12/08/2017 15:02:38"",""12/08/2017 15:09:34"",""12/08/2017 19:30:02"",""12/09/2017 01:30:01"",""12/09/2017 07:30:01"",""12/09/2017 13:30:01"",""12/09/2017 19:30:01"",""12/10/2017 01:30:01"",""12/10/2017 07:30:01"",""12/10/2017 13:30:01"",""12/10/2017 19:30:01"",""12/11/2017 01:30:01"",""12/11/2017 07:30:01"",""12/11/2017 13:30:01"",""12/11/2017 19:30:01"",""12/12/2017 01:30:01"",""12/12/2017 07:30:01"",""12/12/2017 13:30:01"",""12/12/2017 19:30:01"",""12/13/2017 01:30:01"",""12/13/2017 07:30:01"",""12/13/2017 10:42:53"",""12/13/2017 13:30:02"",""12/13/2017 19:30:02"",""12/14/2017 01:30:01"",""12/14/2017 07:30:01"",""12/14/2017 13:30:04"",""12/14/2017 19:30:01"",""12/15/2017 01:30:01"",""12/15/2017 07:30:01"",""12/15/2017 13:30:04"",""12/15/2017 19:30:01"",""12/16/2017 01:30:01"",""12/16/2017 07:30:01"",""12/16/2017 13:30:01"",""12/16/2017 19:30:01"",""12/17/2017 01:30:01"",""12/17/2017 07:30:01"",""12/17/2017 13:30:01"",""12/17/2017 19:30:03"",""12/18/2017 01:30:01"",""12/18/2017 07:30:01"",""12/18/2017 16:44:50"",""12/18/2017 19:30:01"",""12/19/2017 01:30:01"",""12/19/2017 07:30:01"",""12/19/2017 13:30:02"",""12/19/2017 19:30:02"",""12/20/2017 01:30:01"",""12/20/2017 07:30:01"",""12/20/2017 19:30:01"",""12/21/2017 01:30:01"",""12/21/2017 07:30:01"",""12/21/2017 13:30:01"",""12/21/2017 19:30:01"",""12/22/2017 01:30:01"",""12/22/2017 07:30:02"",""12/22/2017 13:30:01"",""12/22/2017 19:30:01"",""12/23/2017 01:30:01"",""12/23/2017 07:30:01"",""12/23/2017 13:30:01"",""12/23/2017 19:30:01"",""12/24/2017 01:30:01"",""12/24/2017 07:30:01"",""12/24/2017 13:30:01"",""12/24/2017 19:30:01"",""12/25/2017 01:30:01"",""12/25/2017 07:30:01"",""12/25/2017 13:30:01"",""12/25/2017 19:30:01"",""12/26/2017 01:30:01"",""12/26/2017 07:30:01"",""12/26/2017 13:30:01"",""12/26/2017 19:30:01"",""12/27/2017 01:30:01"",""12/27/2017 07:30:01"",""12/27/2017 13:30:01"",""12/27/2017 19:30:01"",""12/28/2017 01:30:01"",""12/28/2017 07:30:01"",""12/28/2017 13:30:01"",""12/28/2017 19:30:01"",""12/29/2017 01:30:02"",""12/29/2017 07:30:01"",""12/29/2017 13:30:01"",""12/29/2017 19:30:01"",""12/30/2017 01:30:01"",""12/30/2017 07:30:01"",""12/30/2017 13:30:01"",""12/30/2017 19:30:01"",""12/31/2017 01:30:01"",""12/31/2017 07:30:01"",""12/31/2017 13:30:04"",""12/31/2017 19:30:02"",""01/01/2018 01:30:01"",""01/01/2018 07:30:01"",""01/01/2018 13:30:01"",""01/01/2018 19:30:01"",""01/02/2018 01:30:01"",""01/02/2018 07:30:01"",""01/02/2018 13:30:02"",""01/02/2018 19:30:01"",""01/03/2018 01:30:01"",""01/03/2018 07:30:01"",""01/03/2018 13:30:10"",""01/03/2018 19:30:01"",""01/04/2018 01:30:01"",""01/04/2018 07:30:01"",""01/04/2018 13:30:01"",""01/04/2018 19:30:01"",""01/05/2018 01:30:02"",""01/05/2018 07:30:02"",""01/05/2018 13:30:01"",""01/05/2018 19:30:01"",""01/06/2018 01:30:01"",""01/06/2018 07:30:01"",""01/06/2018 13:30:01"",""01/06/2018 19:30:01"",""01/07/2018 01:30:01"",""01/07/2018 07:30:01"",""01/07/2018 13:30:01"",""01/07/2018 19:30:01"",""01/08/2018 01:30:01"",""01/08/2018 07:30:01"",""01/08/2018 13:30:03"",""01/08/2018 19:30:01"",""01/09/2018 01:30:01"",""01/09/2018 07:30:01"",""01/09/2018 13:30:01"",""01/09/2018 19:30:06"",""01/10/2018 01:30:01"",""01/10/2018 07:30:01"",""01/10/2018 13:30:01"",""01/10/2018 19:30:02"",""01/11/2018 01:30:02"",""01/11/2018 07:30:01"",""01/11/2018 13:30:02"",""01/11/2018 19:30:01"",""01/12/2018 01:32:21"",""01/12/2018 07:30:20"",""01/12/2018 13:30:02"",""01/12/2018 19:30:01"",""01/13/2018 01:30:01"",""01/13/2018 07:30:01"",""01/13/2018 13:30:02"",""01/13/2018 19:30:02"",""01/14/2018 01:30:01"",""01/14/2018 07:30:02"",""01/14/2018 13:30:01"",""01/14/2018 19:30:01"",""01/15/2018 01:30:01"",""01/15/2018 07:30:01"",""01/15/2018 13:30:02"",""01/15/2018 19:30:02"",""01/16/2018 01:30:02"",""01/16/2018 07:30:01"",""01/16/2018 13:30:03"",""01/16/2018 19:30:02"",""01/17/2018 01:30:02"",""01/17/2018 07:30:02"",""01/17/2018 13:30:02"",""01/17/2018 19:30:02"",""01/18/2018 01:30:01"",""01/18/2018 07:30:01"",""01/18/2018 13:30:02"",""01/18/2018 19:30:02"",""01/19/2018 01:30:02"",""01/19/2018 07:30:01"",""01/19/2018 13:30:02"",""01/19/2018 19:30:02"",""01/20/2018 01:30:01"",""01/20/2018 07:30:01"",""01/20/2018 13:30:01"",""01/20/2018 19:30:02"",""01/21/2018 01:30:02"",""01/21/2018 07:30:02"",""01/21/2018 13:30:01"",""01/21/2018 19:30:01"",""01/22/2018 01:30:02"",""01/22/2018 07:30:01"",""01/23/2018 09:07:45"",""01/23/2018 13:30:02"",""01/23/2018 19:30:03"",""01/24/2018 01:30:01"",""01/24/2018 07:30:02"",""01/24/2018 13:30:11"",""01/24/2018 19:30:02"",""01/25/2018 01:30:02"",""01/25/2018 07:30:01"",""01/25/2018 13:30:02"",""01/25/2018 19:30:02"",""01/26/2018 01:30:02"",""01/26/2018 07:30:02"",""01/26/2018 13:30:03"",""01/26/2018 19:30:02"",""01/27/2018 01:30:03"",""01/27/2018 07:30:02"",""01/27/2018 13:30:02"",""01/27/2018 19:30:02"",""01/28/2018 01:30:02"",""01/28/2018 07:30:02"",""01/28/2018 13:30:02"",""01/28/2018 19:30:03"",""01/29/2018 01:30:02"",""01/29/2018 07:30:02"",""01/29/2018 13:30:01"",""01/29/2018 19:30:02"",""01/30/2018 01:30:01"",""01/30/2018 07:30:01"",""01/30/2018 13:30:01"",""01/30/2018 19:30:02"",""01/31/2018 01:30:01"",""01/31/2018 07:30:01"",""01/31/2018 13:30:02"",""01/31/2018 19:30:02"",""02/01/2018 01:30:02"",""02/01/2018 07:30:02"",""02/01/2018 13:30:02"",""02/01/2018 19:30:02"",""02/02/2018 01:30:02"",""02/02/2018 07:30:02"",""02/02/2018 13:30:02"",""02/02/2018 19:30:01"",""02/03/2018 01:30:01"",""02/03/2018 07:30:01"",""02/03/2018 13:30:01"",""02/03/2018 19:30:01"",""02/04/2018 01:30:01"",""02/04/2018 07:30:01"",""02/04/2018 13:30:01"",""02/04/2018 19:30:01"",""02/05/2018 01:30:01"",""02/05/2018 07:30:01"",""02/05/2018 13:30:01"",""02/05/2018 19:30:02"",""02/06/2018 01:30:01"",""02/06/2018 07:30:01"",""02/06/2018 13:30:02"",""02/06/2018 19:30:02"",""02/07/2018 01:30:01"",""02/07/2018 07:30:02"",""02/07/2018 13:30:02"",""02/07/2018 19:30:02"",""02/08/2018 01:30:01"",""02/08/2018 07:30:01"",""02/08/2018 13:30:01"",""02/08/2018 19:30:01"",""02/09/2018 01:30:01"",""02/09/2018 07:30:01"",""02/09/2018 13:30:01"",""02/09/2018 19:30:01"",""02/10/2018 01:30:01"",""02/10/2018 07:30:01"",""02/10/2018 13:30:01"",""02/10/2018 19:30:01"",""02/11/2018 01:30:01"",""02/11/2018 07:30:01"",""02/11/2018 13:30:01"",""02/11/2018 19:30:01"",""02/12/2018 01:30:01"",""02/12/2018 07:30:01"",""02/12/2018 13:30:01"",""02/12/2018 19:30:02"",""02/13/2018 01:30:01"",""02/13/2018 07:30:02"",""02/13/2018 13:30:01"",""02/13/2018 19:30:02"",""02/14/2018 01:30:02"",""02/14/2018 07:30:02"",""02/14/2018 13:30:04"",""02/14/2018 19:30:03"",""02/15/2018 01:30:02"",""02/15/2018 07:30:02"",""02/15/2018 13:30:02"",""02/15/2018 19:30:02"",""02/16/2018 01:30:01"",""02/16/2018 07:30:01"",""02/16/2018 13:30:01"",""02/16/2018 19:30:01"",""02/17/2018 01:30:01"",""02/17/2018 07:30:03"",""02/17/2018 13:30:01"",""02/17/2018 19:30:02"",""02/18/2018 01:30:02"",""02/18/2018 07:30:02"",""02/18/2018 13:30:01"",""02/18/2018 19:30:01"",""02/19/2018 01:30:01"",""02/19/2018 07:30:01"",""02/19/2018 13:30:03"",""02/19/2018 19:30:02"",""02/20/2018 01:30:01"",""02/20/2018 07:30:02"",""02/20/2018 13:30:01"",""02/20/2018 19:30:02"",""02/21/2018 01:30:02"",""02/21/2018 07:30:02"",""02/21/2018 13:30:02"",""02/21/2018 19:30:02"",""02/22/2018 01:30:02"",""02/22/2018 07:30:02"",""02/22/2018 13:30:01"",""02/22/2018 19:30:02"",""02/23/2018 01:30:02"",""02/23/2018 07:30:02"",""02/23/2018 13:30:02"",""02/23/2018 19:30:02"",""02/24/2018 01:30:02"",""02/24/2018 07:30:01"",""02/24/2018 13:30:01"",""02/24/2018 19:30:01"",""02/25/2018 01:30:02"",""02/25/2018 07:30:03"",""02/25/2018 13:30:02"",""02/25/2018 19:30:00"",""02/26/2018 01:30:02"",""02/26/2018 07:30:01"",""02/26/2018 13:30:01"",""02/26/2018 19:30:01"",""02/27/2018 01:30:02"",""02/27/2018 07:30:01"",""02/27/2018 13:30:01"",""02/27/2018 19:30:01"",""02/28/2018 01:30:01"",""02/28/2018 07:30:01"",""02/28/2018 13:20:15"",""02/28/2018 13:30:01"""
"BE04DW70003,""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""Offline"",""CTWIN overwritten"",""CTWIN overwritten"",""CTWIN overwritten"",""CTWIN overwritten"",""CTWIN overwritten"",""CTWIN overwritten"",""CTWIN overwritten"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""CTWIN not running"",""OK"",""OK"",""OK"",""OK"",""OK"",""Out of memory "",""Out of memory "",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""Not reachable"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""CTWIN overwritten"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""Not reachable"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"""
"BE04DW70004,""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""Offline"",""Offline"",""Offline"",""CTWIN not running"",""CTWIN not running"",""CTWIN not running"",""CTWIN not running"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""Not reachable"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""Not reachable"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""CTWIN not running"",""Out of memory "",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"""
"BE04DW70005,""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""Not reachable"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""CTWIN overwritten"",""Not reachable"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"""
"BE04DW70006,""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""Offline"",""Offline"",""Offline"",""Offline"",""Offline"",""Offline"",""Offline"",""Offline"",""Offline"",""OK"",""OK"",""OK"",""OK"",""OK"",""CTWIN not running"",""CTWIN not running"",""CTWIN not running"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""Not reachable"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""OK"",""Out of memory "",""Offline"",""Offline"",""Offline"",""Offline"",""Offline"",""Offline"",""Offline"",""Offline"",""Offline"",""Offline"",""Offline"",""Offline"",""Offline"",""Offline"",""Offline"",""Offline"",""Offline"",""Offline"",""Offline"",""Offline"",""Offline"",""Offline"",""Offline"",""Offline"",""Offline"",""Offline"",""Offline"",""Offline"",""Offline"",""Offline"",""Invalid class """"win32_process"""""",""Invalid class """"win32_process"""""",""Invalid class """"win32_process"""""",""Invalid class """"win32_process"""""",""Invalid class """"win32_process"""""",""Invalid class """"win32_process"""""",""Invalid class """"win32_process"""""",""Invalid class """"win32_process"""""",""Invalid class """"win32_process"""""",""Invalid class """"win32_process"""""",""Invalid class """"win32_process"""""",""Invalid class """"win32_process"""""",""Invalid class """"win32_process"""""",""Invalid class """"win32_process"""""",""Invalid class """"win32_process"""""",""Invalid class """"win32_process"""""",""Invalid class """"win32_process"""""",""Invalid class """"win32_process"""""",""Invalid class """"win32_process"""""",""Invalid class """"win32_process"""""",""Invalid class """"win32_process"""""",""Invalid class """"win32_process"""""",""Invalid class """"win32_process"""""",""Invalid class """"win32_process"""""",""Invalid class """"win32_process"""""",""Invalid class """"win32_process"""""",""Invalid class """"win32_process"""""",""Invalid class """"win32_process"""""",""Invalid class """"win32_process"""""",""Invalid class """"win32_process"""""",""Invalid class """"win32_process"""""",""Invalid class """"win32_process"""""",""Invalid class """"win32_process"""""",""Invalid class """"win32_process"""""",""Invalid class """"win32_process"""""",""Invalid class """"win32_process"""""",""Invalid class """"win32_process"""""",""Invalid class """"win32_process"""""",""Invalid class """"win32_process"""""",""Invalid class """"win32_process"""""",""Invalid class """"win32_process"""""",""Invalid class """"win32_process"""""",""Invalid class """"win32_process"""""",""Invalid class """"win32_process"""""",""Invalid class """"win32_process"""""",""Invalid class """"win32_process"""""",""Invalid class """"win32_process"""""",""Invalid class """"win32_process"""""",""Invalid class """"win32_process"""""",""Invalid class """"win32_process"""""",""Invalid class """"win32_process"""""",""Invalid class """"win32_process"""""",""Invalid class """"win32_process"""""",""Invalid class """"win32_process"""""",""Invalid class """"win32_process"""""",""Invalid class """"win32_process"""""",""Invalid class """"win32_process"""""",""Invalid class """"win32_process"""""",""Invalid class """"win32_process"""""",""Invalid class """"win32_process"""""",""Invalid class """"win32_process"""""",""Invalid class """"win32_process"""""",""Invalid class """"win32_process"""""",""Invalid class """"win32_process"""""",""Invalid class """"win32_process"""""",""Invalid class """"win32_process"""""",""Invalid class """"win32_process"""""",""Invalid class """"win32_process"""""",""Invalid class """"win32_process"""""",""Invalid class """"win32_process"""""",""Invalid class """"win32_process"""""",""Invalid class """"win32_process"""""",""Invalid class """"win32_process"""""",""Invalid class """"win32_process"""""",""Invalid class """"win32_process"""""",""Invalid class """"win32_process"""""",""Invalid class """"win32_process"""""",""Invalid class """"win32_process"""""",""Invalid class """"win32_process"""""",""Invalid class """"win32_process"""""",""Invalid class """"win32_process"""""",""Invalid class """"win32_process"""""",""Invalid class """"win32_process"""""",""Invalid class """"win32_process"""""",""Invalid class """"win32_process"""""",""Invalid class """"win32_process"""""",""Invalid class """"win32_process"""""",""Invalid class """"win32_process"""""",""Invalid class """"win32_process"""""",""Invalid class """"win32_process"""""",""Invalid class """"win32_process"""""",""Invalid class """"win32_process"""""",""Invalid class """"win32_process"""""""
